id,govid,govname,award,profile_url,year,name,affiliation,location,deceased
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-l-kastner/,2012,Daniel L. Kastner,National Institutes of Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-r-masys/,2001,Daniel R. Masys,University of Washington,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-r-weinberger/,1999,Daniel R. Weinberger,Lieber Institute for Brain Development,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-w-webster/,2023,Daniel W. Webster,Johns Hopkins Bloomberg School of Public Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-x-freedman/,1974,Daniel X. Freedman,"University of California, Los Angeles",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daphne-adele-haas-kogan/,2019,Daphne Adele Haas-Kogan,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-brent/,2005,David A. Brent,University of Pittsburgh School of Medicine,Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-mccormick/,2015,David A. McCormick,University of Oregon,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-savitz/,2007,David A. Savitz,Brown University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-tuveson/,2022,David A. Tuveson,Cold Spring Harbor Laboratory,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-a-williams/,2002,David A. Williams,Children's Hospital Boston,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-allen-brenner/,2012,David Allen Brenner,Sanford Burnham Prebys Medical Discovery Institute,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-allen-hafler/,2018,David Allen Hafler,Yale School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-botstein/,1993,David Botstein,Princeton University,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-e-fisher/,2020,David E. Fisher,Massachusetts General Hospital,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-mechanic/,1971,David Mechanic,"Rutgers, The State University of New Jersey, New Brunswick",Wisconsin,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-michael-holtzman/,2008,David Michael Holtzman,Washington University School of Medicine,Missouri,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-r-rubinow/,2011,David R. Rubinow,"University of North Carolina, School of Medicine",North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-r-williams/,2001,David R. Williams,Harvard University,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-satcher/,1987,David Satcher,Morehouse School of Medicine,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-spiegel/,2012,David Spiegel,Stanford University School of Medicine,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-t-scadden/,2007,David T. Scadden,Harvard University,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-weatherall/,1991,David Weatherall,University of Oxford,United Kingdom,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dayna-bowen-matthew/,2024,Dayna Bowen Matthew,George Washington University School of Law,District of Columbia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/diane-e-meier/,2013,Diane E. Meier,Icahn School of Medicine at Mount Sinai,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dimitri-krainc/,2022,Dimitri Krainc,Northwestern University Feinberg School of Medicine,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/don-ganem/,2003,Don Ganem,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-e-wilson/,1993,Donald E. Wilson,University of Maryland at Baltimore School of Medicine,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-n-medearis-jr/,1983,Donald N. Medearis,Massachusetts General Hospital,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-r-hopkins/,1987,Donald R. Hopkins,"Global 2000, The Carter Center",Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-r-mattison/,2000,Donald R. Mattison,University of South Carolina,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/douglas-w-wilmore/,1999,Douglas W. Wilmore,No Affiliation,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edgar-haber/,1996,Edgar Haber,Harvard School of Public Health,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-a-kravitz/,1986,Edward A. Kravitz,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-j-benz-jr/,1998,Edward J. Benz,Dana-Farber Cancer Institute,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-rubenstein/,1981,Edward Rubenstein,Stanford University School of Medicine,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-w-holmes/,1999,Edward W. Holmes,Sanford Consortium for Regenerative Medicine,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-w-hook-jr/,1984,Edward W. Hook,University of Virginia,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eleanor-b-sheldon/,1973,Eleanor B. Sheldon,No Affiliation,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eliot-freidson/,1972,Eliot Freidson,"University of California, San Francisco",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-barrett-connor/,1991,Elizabeth Barrett-Connor,"University of California, San Diego School of Medicine",California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-betsy-elder-weiner/,2013,Elizabeth (Betsy) Elder Weiner,Vanderbilt University School of Medicine,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-howe-bradley/,2017,Elizabeth Howe Bradley,Vassar College,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-m-mcnally/,2021,Elizabeth M. McNally,Northwestern University Feinberg School of Medicine,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ellen-r-meara/,2019,Ellen R. Meara,Harvard T.H. Chan School of Public Health,New Hampshire,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/else-borst-eilers/,1989,Else Borst-Eilers,"Ministry of Health, Welfare and Sport",Netherlands,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/emil-frei-iii/,1980,Emil Frei,Dana-Farber Cancer Institute,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/emil-r-unanue/,1995,Emil R. Unanue,Washington University School of Medicine in St. Louis,Missouri,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eric-charles-holland/,2009,Eric Charles Holland,Fred Hutchinson Cancer Center,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eric-j-rubin/,2021,Eric J. Rubin,New England Journal of Medicine,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ernest-w-saward/,1970,Ernest W. Saward,University of Rochester,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/erol-fikrig/,2024,Erol Fikrig,Yale University School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eugene-a-hildreth/,1977,Eugene A. Hildreth,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eve-j-higginbotham/,2000,Eve J. Higginbotham,University of Pennsylvania,Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/florence-s-cromwell/,1975,Florence S. Cromwell,Independent Consultant,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francine-ratner-kaufman/,2005,Francine Ratner Kaufman,Children's Hospital of Los Angeles,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francis-h-ruddle/,1985,Francis H. Ruddle,Yale University,New Jersey,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francisco-garcia/,2023,Francisco García,University of Arizona,Arizona,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francoise-barre-sinoussi/,2018,Francoise Barre-Sinoussi,Institut de Pasteur,France,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/frank-e-speizer/,2000,Frank E. Speizer,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/frank-mccormick/,2005,Frank McCormick,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/fred-gilbert-jr/,1979,Fred Gilbert,Pacific Health Research Institute,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/fredrick-dubois-bowman/,2020,Fredrick DuBois Bowman,,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/friedhelm-hildebrandt/,2015,Friedhelm Hildebrandt,Harvard Medical School,Germany,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/g-octo-barnett/,1989,G. Octo Barnett,Massachusetts General Hospital,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gabriel-p-krestin/,2017,Gabriel P. Krestin,Erasmus University Rotterdam,Germany,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gary-h-gibbons/,2007,Gary H. Gibbons,"National Heart, Lung and Blood Institute",Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/genevieve-t-hill/,1975,Genevieve T. Hill,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/george-c-hill/,1998,George C. Hill,Vanderbilt University,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/george-f-sheldon/,1996,George F. Sheldon,The University of North Carolina at Chapel Hill,North Carolina,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/george-fu-gao/,2019,George Fu Gao,Chinese Academy of Sciences,China,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/george-m-shaw/,2013,George M. Shaw,"University of Pennsylvania, Perelman School of Medicine",Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-d-fischbach/,1990,Gerald D. Fischbach,Simons Foundation,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-m-rubin/,2002,Gerald M. Rubin,Howard Hughes Medical Institute,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-r-fink/,1996,Gerald R. Fink,Whitehead Institute for Biomedical Research,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gert-h-brieger/,1985,Gert H. Brieger,Johns Hopkins University School of Medicine,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gilbert-rivers-upchurch-jr/,2021,Gilbert Rivers Upchurch,University of Florida College of Medicine,Florida,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/guoping-feng/,2023,Guoping Feng,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gustavo-turecki/,2021,Gustavo Turecki,McGill University,Canada,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/h-robert-horvitz/,2003,H. Robert Horvitz,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harold-p-freeman/,1997,Harold P. Freeman,Harold P. Freeman Patient Navigation Institute,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harrison-c-spencer/,2003,Harrison C. Spencer,Association of Schools of Public Health,District of Columbia,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harvey-v-fineberg/,1983,Harvey V. Fineberg,Gordon and Betty Moore Foundation,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/heinz-feldmann/,2020,Heinz Feldmann,National Institutes of Health,Montana,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/helen-s-mayberg/,2008,Helen S. Mayberg,Icahn School of Medicine at Mount Sinai,Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/helena-chmura-kraemer/,2003,Helena Chmura Kraemer,Stanford University,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/henry-g-friesen/,2001,Henry G. Friesen,University of Manitoba,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/henry-lewis-barnett/,1987,Henry Lewis Barnett,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/henry-r-bourne/,2003,Henry R. Bourne,"University of California, San Francisco",California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/herbert-e-klarman/,1971,Herbert E. Klarman,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/herman-a-tyroler/,1980,Herman A. Tyroler,The University of North Carolina at Chapel Hill,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/holly-humphrey/,2020,Holly Humphrey,"Josiah Macy, Jr. Foundation",New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/howard-e-freeman/,1984,Howard E. Freeman,"University of California, Los Angeles",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/howard-frumkin/,2021,Howard Frumkin,University of Washington School of Public Health,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/howard-h-hiatt/,1971,Howard H. Hiatt,Brigham and Women's Hospital,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/howard-l-fields/,1997,Howard L. Fields,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ian-renwick-mcwhinney/,1988,Ian Renwick McWhinney,University of Western Ontario,United Kingdom,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/irma-gigli/,1993,Irma Gigli,University of Texas - Houston Medical School,,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/j-claude-bennett/,1986,J. Claude Bennett,No Affiliation,Alabama,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/j-michael-mcwilliams-jr/,2022,J. Michael McWilliams,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jack-h-medalie/,1979,Jack H. Medalie,Case Western Reserve University,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jacob-j-feldman/,1978,Jacob J. Feldman,The University of Chicago,Maryland,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-e-crowe-jr/,2014,James E. Crowe,Vanderbilt University Medical Center,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-earl-king-hildreth/,2008,James Earl King Hildreth,Meharry Medical College,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-f-crow/,1973,James F. Crow,University of Wisconsin-Madison,Pennsylvania,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-m-berger/,2018,James M. Berger,Johns Hopkins University School of Medicine,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-o-hill/,2014,James O. Hill,University of Alabama at Birmingham,Colorado,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-o-mcnamara/,2005,James O. McNamara,Duke University Medical Center,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jan-l-breslow/,1997,Jan L. Breslow,The Rockefeller University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/janet-d-rowley/,1985,Janet D. Rowley,The University of Chicago Medical Center,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jay-katz/,1977,Jay Katz,Yale University,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jay-p-sanford/,1981,Jay P. Sanford,The University of Texas Southwestern Medical Center,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jean-bennett/,2008,Jean Bennett,"University of Pennsylvania, Perelman School of Medicine",Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jean-d-wilson/,1994,Jean D. Wilson,The University of Texas Southwestern Medical Center,Texas,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeffrey-brenner/,2014,Jeffrey Brenner,Jewish Board of Family and Children's Services,New Jersey,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeffrey-m-friedman/,2005,Jeffrey M. Friedman,The Rockefeller University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jennifer-webster-cyriaque/,2022,Jennifer Webster-Cyriaque,National Institutes of Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeremiah-a-barondess/,1971,Jeremiah A. Barondess,"Columbia University, Mailman School of Public Health",New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeremy-m-berg/,2010,Jeremy M. Berg,University of Pittsburgh,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jerome-p-kassirer/,1991,Jerome P. Kassirer,Tufts University School of Medicine,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jessica-m-gill/,2021,Jessica M. Gill,Johns Hopkins University,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jimmie-c-holland/,1995,Jimmie C. Holland,Memorial Sloan Kettering Cancer Center,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jo-ivey-boufford/,1992,Jo Ivey Boufford,New York University College of Global Public Health,,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joan-massague/,2006,Joan Massagué,Memorial Sloan Kettering Cancer Center,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jody-heymann/,2013,Jody Heymann,"University of California, Los Angeles",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joe-gn-garcia/,2011,Joe GN Garcia,University of Florida,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-a-benson-jr/,1991,John A. Benson,No Affiliation,Oregon,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-a-kirkpatrick-jr/,1991,John A. Kirkpatrick,Harvard Medical School,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-a-kitzhaber/,2000,John A. Kitzhaber,State of Oregon,Oregon,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-b-turner/,1971,John B. Turner,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-d-halamka/,2020,John D. Halamka,Mayo Clinic,Minnesota,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-d-mcconnell/,2004,John D. McConnell,Wake Forest University Baptist Medical Center,Texas,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-edward-porter/,2007,John Edward Porter,"Hogan Lovells U.S., LLP",District of Columbia,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-i-gallin/,1996,John I. Gallin,National Institutes of Health,Maryland,Y
