id,govid,govname,award,profile_url,year,name,affiliation,location,deceased
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/apostolos-georgopoulos/,2004,Apostolos Georgopoulos,University of Minnesota Medical School-Minneapolis,Minnesota,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arline-t-geronimus/,2013,Arline T. Geronimus,University of Michigan School of Public Health,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arthur-c-logan/,1971,Arthur C. Logan,,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/arthur-h-rubenstein/,1987,Arthur H. Rubenstein,University of Pennsylvania,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ashley-t-haase/,2003,Ashley T. Haase,University of Minnesota Medical School-Minneapolis,Minnesota,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/atul-butte/,2015,Atul Butte,University of Pennsylvania,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/barbara-f-atkinson/,1997,Barbara F. Atkinson,"University of Nevada, Las Vegas",,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/barbara-j-culliton/,1988,Barbara J. Culliton,Florida State University,District of Columbia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/barbara-j-stoll/,2009,Barbara J. Stoll,China Medical Board,Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/barry-s-coller/,1999,Barry S. Coller,The Rockefeller University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/beatrice-h-hahn/,2010,Beatrice H. Hahn,"University of Pennsylvania, Perelman School of Medicine",Alabama,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/benjamin-levine-ebert/,2018,Benjamin Levine Ebert,Dana-Farber Cancer Institute,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bernadine-p-healy/,1987,Bernadine P. Healy,U.S. News and World Report,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bernard-lo/,1996,Bernard Lo,Greenwall Foundation,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/beth-stevens/,2019,Beth Stevens,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/beverlee-myers/,1985,Beverlee Myers,"University of California, Los Angeles",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bongani-mawethu-mayosi/,2017,Bongani Mawethu Mayosi,University of Cape Town,South Africa,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/bonnie-l-bassler/,2016,Bonnie L. Bassler,Princeton University,New Jersey,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/brent-r-stockwell/,2023,Brent R. Stockwell,Columbia University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/camara-phyllis-jones/,2022,Camara Phyllis Jones,King's College,Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/carl-wu/,2010,Carl Wu,Johns Hopkins University,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/carol-a-tamminga/,1998,Carol A. Tamminga,The University of Texas Southwestern Medical Center,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/carol-friedman/,2016,Carol Friedman,Columbia University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/carolyn-w-slayman/,1995,Carolyn W. Slayman,Yale School of Medicine,Connecticut,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/carrie-lynn-byington/,2017,Carrie Lynn Byington,"University of California, San Diego",Texas,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/catherine-e-woteki/,1998,Catherine E. Woteki,Iowa State University,District of Columbia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/catherine-j-wu/,2019,Catherine J. Wu,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/catherine-s-woolley/,2019,Catherine S. Woolley,Northwestern University - Evanston,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/cato-t-laurencin/,2004,Cato T. Laurencin,University of Connecticut,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-a-mccallum/,1981,Charles A. McCallum,University of Alabama at Birmingham,Alabama,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-c-richardson/,1986,Charles C. Richardson,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-e-phelps/,1991,Charles E. Phelps,University of Rochester,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-fried/,1981,Charles Fried,Harvard Law School,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/charles-j-lockwood/,2010,Charles J. Lockwood,University of South Florida,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/chorh-chuan-tan/,2015,Chorh-Chuan Tan,National University of Singapore,Singapore,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christian-p-larsen/,2014,Christian P. Larsen,Emory University School of Medicine,Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christine-a-petersen/,2022,Christine A. Petersen,The Ohio State University,Iowa,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christine-petit/,2011,Christine Petit,Institut Pasteur,France,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christopher-c-fordham-iii/,1979,Christopher C. Fordham,The University of North Carolina at Chapel Hill,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christopher-friese/,2020,Christopher Friese,University of Michigan,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/christopher-p-austin/,2015,Christopher P. Austin,GlaxoSmithKline,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/clayton-rich/,1981,Clayton Rich,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/clement-b-sledge/,1992,Clement B. Sledge,No Affiliation,Maine,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/clement-j-mcdonald/,1994,Clement J. McDonald,National Library of Medicine,Indiana,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/connie-j-eaves/,2022,Connie J. Eaves,University of British Columbia,Canada,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-a-haber/,2009,Daniel A. Haber,Massachusetts General Hospital,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-colon-ramos/,2020,Daniel Colon-Ramos,Yale School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-h-geschwind/,2011,Daniel H. Geschwind,David Geffen School of Medicine at UCLA,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daniel-w-pettengill/,1974,Daniel W. Pettengill,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/daphne-adele-haas-kogan/,2019,Daphne Adele Haas-Kogan,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-alastair-compston/,2012,David Alastair Compston,University of Cambridge,United Kingdom,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-allen-hafler/,2018,David Allen Hafler,Yale School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-kendal-stevenson/,2012,David Kendal Stevenson,Stanford University School of Medicine,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-l-eaton/,2011,David L. Eaton,University of Washington,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-m-eddy/,1984,David M. Eddy,University of South Florida,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-m-livingston/,1990,David M. Livingston,Harvard Medical School,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-r-rubinow/,2011,David R. Rubinow,"University of North Carolina, School of Medicine",North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/david-w-talmage/,1978,David W. Talmage,University of Colorado,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dennis-arthur-ausiello/,1998,Dennis Arthur Ausiello,Massachusetts General Hospital,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-c-shreffler/,1980,Donald C. Shreffler,Washington University School of Medicine in St. Louis,Illinois,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/donald-patrick-mcdonnell/,2016,Donald Patrick McDonnell,Duke University Medical Center,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dorin-comaniciu/,2019,Dorin Comaniciu,,New Jersey,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/dorothy-p-rice/,1972,Dorothy P. Rice,"University of California, San Francisco",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edgar-haber/,1996,Edgar Haber,Harvard School of Public Health,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edith-heard/,2021,Edith Heard,European Molecular Biology Laboratory,United Kingdom,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-h-shortliffe/,1987,Edward H. Shortliffe,Columbia University,Arizona,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-j-connors/,1991,Edward J. Connors,Mercy Health Services Inc.,Michigan,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-r-b-mccabe-iii/,2001,Edward R.B. McCabe,"University of California, Los Angeles",Oregon,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/edward-rubenstein/,1981,Edward Rubenstein,Stanford University School of Medicine,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elaine-l-larson/,1986,Elaine L. Larson,Columbia University,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elazer-r-edelman/,2006,Elazer R. Edelman,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-a-mcglynn/,2005,Elizabeth A. McGlynn,Kaiser Permanente,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-g-nabel/,1998,Elizabeth G. Nabel,Brigham Health,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/elizabeth-r-mcanarney/,2000,Elizabeth R. McAnarney,University of Rochester,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eric-b-larson/,2007,Eric B. Larson,University of Washington,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eric-j-rubin/,2021,Eric J. Rubin,New England Journal of Medicine,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/eric-m-shooter/,1989,Eric M. Shooter,Stanford University School of Medicine,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/farshid-guilak/,2022,Farshid Guilak,Washington University in St. Louis,Missouri,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/felton-j-earls/,1995,Felton J. Earls,Harvard School of Public Health,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ferenc-a-jolesz/,1995,Ferenc A. Jolesz,Brigham and Women's Hospital,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/fernando-a-guerra/,2001,Fernando A. Guerra,No Affiliation,Texas,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/florence-s-cromwell/,1975,Florence S. Cromwell,Independent Consultant,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francis-h-ruddle/,1985,Francis H. Ruddle,Yale University,New Jersey,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/francis-s-collins/,1991,Francis S. Collins,National Institutes of Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/frank-a-sloan/,1982,Frank A. Sloan,Duke University,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/franklin-m-loew/,1992,Franklin M. Loew,Becker College,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gary-j-nabel/,1998,Gary J Nabel,ModeX Therapeutics,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/georg-stingl/,2013,Georg Stingl,Medical University of Vienna,Austria,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/george-h-taber/,1983,George H. Taber,University of Pittsburgh,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-d-laubach/,1987,Gerald D. Laubach,Pfizer Inc.,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-i-shulman/,2005,Gerald I. Shulman,Yale School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gerald-m-rubin/,2002,Gerald M. Rubin,Howard Hughes Medical Institute,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/geraldine-p-woods/,1974,Geraldine P. Woods,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gloria-r-smith/,1997,Gloria R. Smith,No Affiliation,Michigan,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gregory-a-petsko/,2001,Gregory A. Petsko,Brigham and Women's Hospital,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/gwilym-s-lodwick/,1989,Gwilym S. Lodwick,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/h-douglas-collins/,1982,H. Douglas Collins,No Affiliation,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harald-loe/,1985,Harald Loe,University of Connecticut Health Center,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harold-c-slavkin/,1995,Harold C. Slavkin,University of Southern California,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harry-p-cain-ii/,1997,Harry P. Cain,University of South Florida,Illinois,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/harvey-r-colten/,1989,Harvey R. Colten,Columbia University,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/henri-ronald-ford/,2022,Henri Ronald Ford,University of Miami Miller School of Medicine,Florida,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/henry-g-friesen/,2001,Henry G. Friesen,University of Manitoba,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/herbert-b-peterson/,2007,Herbert B. Peterson,University of North Carolina School of Public Health,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/howard-frumkin/,2021,Howard Frumkin,University of Washington School of Public Health,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/hugh-o-mcdevitt/,1984,Hugh O. McDevitt,Stanford University School of Medicine,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ian-g-stiell/,1999,Ian G. Stiell,University of Ottawa,Canada,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/ira-shoulson/,2008,Ira Shoulson,University of Rochester,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/irving-m-london/,1970,Irving M. London,Massachusetts Institute of Technology,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/isidore-s-edelman/,1983,Isidore S. Edelman,Columbia University College of Physicians and Surgeons,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/j-michael-mcginnis/,1999,J. Michael McGinnis,National Academy of Medicine,District of Columbia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jack-d-myers/,1977,Jack D. Myers,University of Pittsburgh School of Medicine,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jack-m-colwill/,1989,Jack M. Colwill,University of Missouri-Columbia,Missouri,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jack-p-shonkoff/,1999,Jack P. Shonkoff,Harvard University,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jacqueline-k-barton/,2012,Jacqueline K. Barton,California Institute of Technology,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-d-ebert/,1974,James D. Ebert,Johns Hopkins University,Pennsylvania,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-e-crowe-jr/,2014,James E. Crowe,Vanderbilt University Medical Center,Tennessee,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-f-crow/,1973,James F. Crow,University of Wisconsin-Madison,Pennsylvania,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-h-eberwine/,2019,James H. Eberwine,"University of Pennsylvania, Perelman School of Medicine",Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-j-collins/,2012,James J. Collins,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-owen-woolliscroft/,2013,James Owen Woolliscroft,University of Michigan Medical School,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-p-comer/,1993,James P. Comer,Yale School of Medicine,Connecticut,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-p-smith/,2011,James P. Smith,No Affiliation,California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-s-economou/,2014,James S. Economou,"University of California, Los Angeles",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/james-william-mold/,2008,James William Mold,University of Oklahoma Health Sciences Center,Oklahoma,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jane-s-richardson/,2006,Jane S. Richardson,Duke University Medical Center,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/janet-d-rowley/,1985,Janet D. Rowley,The University of Chicago Medical Center,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jay-loeffler/,2011,Jay Loeffler,Harvard Medical School,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeannie-t-lee/,2023,Jeannie T. Lee,Harvard Medical School,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeffrey-m-friedman/,2005,Jeffrey M. Friedman,The Rockefeller University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jeffrey-s-flier/,2003,Jeffrey S. Flier,Harvard University,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jerome-w-conn/,1970,Jerome W. Conn,University of Michigan,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jerris-r-hedges/,2000,Jerris R. Hedges,University of Hawaii at Manoa,Oregon,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jiang-he/,2023,Jiang He,The University of Texas Southwestern Medical Center,Texas,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joan-k-austin/,2000,Joan K. Austin,Indiana University School of Nursing,Indiana,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/johanna-t-dwyer/,1998,Johanna T. Dwyer,Tufts Medical Center,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-a-rich/,2009,John A. Rich,Rush University System for Health,Pennsylvania,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-c-mazziotta-m-d-phd/,2006,John C. Mazziotta M.D.,David Geffen School of Medicine at UCLA,California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-d-halamka/,2020,John D. Halamka,Mayo Clinic,Minnesota,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-d-stobo/,1989,John D. Stobo,University of California System,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-g-bartlett/,1999,John G. Bartlett,Johns Hopkins University School of Medicine,Maryland,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-j-conger/,1983,John J. Conger,University of Colorado Health Sciences Center,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-p-atkinson/,1996,John P. Atkinson,Washington University School of Medicine,Kansas,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-p-geyman/,1985,John P. Geyman,University of Washington School of Medicine,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-rubenstein/,2006,John Rubenstein,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-w-bussman/,1978,John W. Bussman,Oregon Medical Professional Review Organization,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-w-colloton/,1987,John W. Colloton,University of Iowa Hospitals & Clinics,Iowa,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/john-w-eckstein/,1985,John W. Eckstein,"University of Iowa, College of Medicine",,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jonathan-h-gruber/,2004,Jonathan H. Gruber,Massachusetts Institute of Technology,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jonna-ann-mazet/,2013,Jonna Ann Mazet,"University of California, Davis",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/jose-baselga/,2014,Jose Baselga,AstraZeneca,New York,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-bernard-richardson-jr/,2023,Joseph Bernard Richardson,"University of Maryland, College Park",Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-d-buxbaum/,2015,Joseph D. Buxbaum,Icahn School of Medicine at Mount Sinai,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-e-murray/,1994,Joseph E. Murray,Harvard Medical School,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-heitman/,2024,Joseph Heitman,Duke University School of Medicine,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-larner/,1988,Joseph Larner,University of Virginia,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joseph-s-takahashi/,2014,Joseph S. Takahashi,The University of Texas Southwestern Medical Center,Texas,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/josiah-d-rich/,2018,Josiah D. Rich,"Miriam Hospital, Brown University",Rhode Island,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/joyce-c-lashof/,1982,Joyce C. Lashof,No Affiliation,District of Columbia,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/juanita-w-fleming/,1990,Juanita W. Fleming,Kentucky State University,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/judah-folkman/,1990,Judah Folkman,Children's Hospital Boston,Ohio,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/judith-s-stern/,1995,Judith S. Stern,"University of California, Davis",California,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/julie-l-gerberding/,2004,Julie L. Gerberding,Foundation for the National Institutes of Health,Georgia,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/julius-b-richmond/,1971,Julius B. Richmond,Harvard Medical School,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/julius-h-comroe-jr/,1970,Julius H. Comroe,"University of California, San Francisco",Pennsylvania,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/justin-c-mcarthur/,2020,Justin C. McArthur,Johns Hopkins University School of Medicine,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/k-frank-austen/,1991,K. Frank Austen,Brigham and Women's Hospital,Massachusetts,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kafui-dzirasa/,2021,Kafui Dzirasa,Duke University,North Carolina,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kathleen-loretta-collins/,2016,Kathleen Loretta Collins,University of Michigan,Michigan,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kathleen-m-foley/,1993,Kathleen M. Foley,Memorial Sloan Kettering Cancer Center,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kathleen-m-giacomini/,2006,Kathleen M. Giacomini,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kathryn-calame/,2007,Kathryn Calame,Columbia University,New York,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kelle-harbert-moley/,2014,Kelle Harbert Moley,,Washington,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/kevin-grumbach/,1997,Kevin Grumbach,"University of California, San Francisco",California,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/larry-culpepper/,1998,Larry Culpepper,Boston University School of Medicine,Massachusetts,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/lasalle-d-leffall-jr/,1973,LaSalle D. Leffall,Howard University,District of Columbia,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/laurence-e-earley/,1989,Laurence E. Earley,University of Pennsylvania,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/lawrence-a-tabak/,2002,Lawrence A. Tabak,National Institutes of Health,Maryland,
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/leo-k-bustad/,1988,Leo K. Bustad,Washington State University,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/leonard-w-cronkhite-jr/,1975,Leonard W. Cronkhite,Medical College of Wisconsin,,Y
1909,202,National Academy of Medicine,NAM Member,https://nam.edu/member/lewis-h-butler/,1973,Lewis H. Butler,Ploughshares Fund,California,
